127.0.0.1 - - [22/Aug/2010:06:36:27 -0300] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.8 (Ubuntu) PHP/5.2.4-2ubuntu5.10 with Suhosin-Patch Phusion_Passenger/2.2.11 (internal dummy connection)"
82.136.213.55 - - [22/Aug/2010:06:40:41 -0300] "GET / HTTP/1.1" 200 6975 "-" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:42 -0300] "GET /typo3conf/ext/de_simplecalendar/tx_desimplecalendar_stylesheet.css HTTP/1.1" 200 6898 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:42 -0300] "GET /fileadmin/itamambuca/estilo.css HTTP/1.1" 200 2093 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:42 -0300] "GET /t3lib/jsfunc.validateform.js HTTP/1.1" 200 1630 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:42 -0300] "GET /typo3temp/javascript_93077bb238.js HTTP/1.1" 200 216 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:42 -0300] "GET /typo3temp/stylesheet_785d7d7911.css HTTP/1.1" 200 3440 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:43 -0300] "GET /fileadmin/itamambuca/bottom_right.jpg HTTP/1.1" 200 3548 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:43 -0300] "GET /clear.gif HTTP/1.1" 200 46 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:43 -0300] "GET /fileadmin/itamambuca/praia.gif HTTP/1.1" 200 3834 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:43 -0300] "GET /fileadmin/itamambuca/fundo_intro.jpg HTTP/1.1" 200 3015 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:43 -0300] "GET /fileadmin/itamambuca/fundo_main.jpg HTTP/1.1" 200 29570 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:43 -0300] "GET /fileadmin/itamambuca/seta.gif HTTP/1.1" 200 53 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:43 -0300] "GET /typo3temp/pics/feee95f6c6.jpg HTTP/1.1" 200 5116 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:43 -0300] "GET /typo3temp/pics/aa665843f5.jpg HTTP/1.1" 200 6671 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:43 -0300] "GET /typo3temp/pics/0f7489fbe9.jpg HTTP/1.1" 200 6728 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:43 -0300] "GET /typo3temp/pics/a794d1f2c4.jpg HTTP/1.1" 200 13690 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:43 -0300] "GET /typo3temp/pics/b0babf12a4.jpg HTTP/1.1" 200 11642 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:43 -0300] "GET /typo3temp/pics/3291d24c9a.jpg HTTP/1.1" 200 12955 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:44 -0300] "GET /typo3temp/pics/75c59f71f9.jpg HTTP/1.1" 200 6212 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:44 -0300] "GET /typo3temp/pics/dca6ca4799.jpg HTTP/1.1" 200 11013 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:44 -0300] "GET /typo3temp/pics/bae9fb402e.jpg HTTP/1.1" 200 10340 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:44 -0300] "GET /typo3temp/pics/f53fda6120.jpg HTTP/1.1" 200 13459 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:44 -0300] "GET /typo3temp/pics/671d14f767.jpg HTTP/1.1" 200 12111 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:44 -0300] "GET /typo3temp/pics/206e7dace3.jpg HTTP/1.1" 200 10738 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:44 -0300] "GET /typo3temp/pics/98bdc13c01.jpg HTTP/1.1" 200 11245 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:44 -0300] "GET /typo3temp/pics/f0563818b4.jpg HTTP/1.1" 200 6089 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:44 -0300] "GET /typo3temp/pics/e679bbee8e.jpg HTTP/1.1" 200 6285 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:44 -0300] "GET /typo3temp/pics/b1aa5e718b.jpg HTTP/1.1" 200 10953 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:44 -0300] "GET /typo3temp/pics/29dd500745.jpg HTTP/1.1" 200 5906 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:44 -0300] "GET /typo3temp/pics/fe7cfe8be6.jpg HTTP/1.1" 200 6219 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:44 -0300] "GET /typo3temp/pics/980d9133e2.jpg HTTP/1.1" 200 6040 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:44 -0300] "GET /typo3temp/pics/06c703b35b.jpg HTTP/1.1" 200 6740 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:44 -0300] "GET /typo3temp/pics/0299dcf0c8.jpg HTTP/1.1" 200 15745 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:44 -0300] "GET /typo3temp/pics/e2ba04115e.jpg HTTP/1.1" 200 13650 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:44 -0300] "GET /typo3temp/pics/1d1f5b5e0b.jpg HTTP/1.1" 200 5972 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:44 -0300] "GET /typo3temp/pics/40049232f8.jpg HTTP/1.1" 200 6491 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
82.136.213.55 - - [22/Aug/2010:06:40:44 -0300] "GET /typo3temp/pics/3793b97b79.jpg HTTP/1.1" 200 6038 "http://itamambuca.net/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4"
